brand,model,model_year,engine_volume,engine_type,transmission,fuel_type,ext_col,mileage in miles,damage,price_usd
Hyundai,Equus Signature,2016,5.0,V8,8-speed auto,Gasoline,white,72000,None reported,21400
Ford,Mustang GT,2003,4.6,V8,automatic,Gasoline,grey,83000,None reported,10500
Audi,limited_model,2021,0.0,,automatic,,blue,18031,None reported,39599
Toyota,Sequoia Limited,2023,3.4,V6,10-speed auto,Hybrid,N/A,8200,None reported,78900
Land Rover,Range Rover Sport HST MHEV,2020,3.0,I6,automatic,Hybrid,silver,19000,,74900
Jeep,Grand Cherokee L Limited,2022,3.6,V6,8-speed auto,Gasoline,black,12875,None reported,42599
Other,GranTurismo Sport,2015,4.7,V8,automatic,Gasoline,N/A,32000,None reported,36000
BMW,M5 Base,2013,4.4,V8,7-speed auto,Gasoline,white,61145,Damage reported,37500
Mercedes-Benz,limited_model,2022,2.0,4Cyl,9-speed auto,Gasoline,N/A,9612,None reported,43900
Land Rover,limited_model,2023,4.4,,automatic,Hybrid,red,3534,None reported,143998
Ford,F-150 Lariat,2011,3.5,V6,6-speed auto,Gasoline,N/A,152000,None reported,14000
Audi,A4 2.0T Premium,2012,2.0,4Cyl,automatic,Gasoline,white,129567,None reported,7000
BMW,540 i xDrive,2019,3.0,I6,8-speed auto,Gasoline,grey,36000,Damage reported,41995
BMW,X6 xDrive35i,2009,3.0,I6,6-speed auto,Gasoline,white,92008,None reported,12500
Ford,Mustang Base,1998,3.8,V6,automatic,Gasoline,white,63900,None reported,10300
Toyota,Sequoia Limited,2012,5.7,V8,automatic,Gasoline,black,150900,None reported,17500
Dodge,Challenger R/T Scat Pack,2019,,,6-speed manual,Gasoline,N/A,43000,None reported,50000
Land Rover,Range Rover 3.0L Supercharged,2018,5.0,,automatic,Gasoline,white,38020,None reported,63998
Audi,Q8 55 Premium Plus,2021,3.0,V6,automatic,Hybrid,silver,14750,None reported,61059
Subaru,WRX Base,2015,2.0,4Cyl,6-speed manual,Gasoline,grey,52500,None reported,23000
Chevrolet,Suburban LT,2017,5.3,V8,6-speed auto,Gasoline,black,207571,Damage reported,21000
INFINITI,limited_model,2020,3.5,V6,automatic,Gasoline,grey,39000,None reported,29900
Porsche,Cayman Base,2011,2.9,H6,automatic,Gasoline,black,66000,,28000
INFINITI,QX60 Base,2017,3.5,V6,automatic,Gasoline,black,93500,None reported,16000
BMW,M4 Base,2018,3.0,I6,7-speed auto,Gasoline,black,7200,None reported,64000
Other,limited_model,2022,3.0,V6,8-speed auto,Gasoline,N/A,1220,None reported,238900
Land Rover,Defender SE,2023,3.0,I6,automatic,Hybrid,black,8421,None reported,90000
BMW,limited_model,2020,4.4,V8,8-speed auto,Gasoline,grey,25520,None reported,84900
Tesla,Model Y Performance,2020,0.0,,automatic,,blue,30554,None reported,41999
Other,limited_model,2023,0.0,,automatic,,grey,17000,None reported,54900
Mercedes-Benz,SL-Class SL 550,2011,5.5,V8,automatic,Gasoline,red,41314,Damage reported,30999
Land Rover,limited_model,2020,5.0,V8,automatic,Gasoline,white,49899,Damage reported,64500
Ford,Escape XLT,2012,3.0,V6,6-speed auto,E85 Flex Fuel,blue,186268,None reported,4500
Lexus,ES 350 Base,2016,3.5,V6,6-speed auto,Gasoline,silver,51335,Damage reported,25995
Porsche,limited_model,2019,2.5,4Cyl,automatic,Gasoline,grey,10400,None reported,99750
Mercedes-Benz,limited_model,2020,4.0,,automatic,Gasoline,white,20622,None reported,142998
RAM,1500 Big Horn,2022,5.7,V8,automatic,Gasoline,white,19376,None reported,45861
Audi,limited_model,2020,5.2,V10,7-speed auto,Gasoline,N/A,12245,None reported,187900
Other,limited_model,2006,2.0,4Cyl,6-speed manual,Gasoline,silver,77000,None reported,57000
Acura,TL Technology,2013,3.5,V6,6-speed auto,Gasoline,blue,40000,None reported,24000
Cadillac,CTS Luxury,2012,3.0,V6,6-speed auto,Gasoline,white,113000,None reported,10000
Chevrolet,Camaro 1SS,2022,6.2,V8,6-speed manual,Gasoline,grey,7600,Damage reported,46000
Toyota,Camry Hybrid LE,2022,2.5,4Cyl,automatic,Hybrid,white,20400,None reported,29900
Ford,Transit-350 XLT,2019,3.5,V6,automatic,Gasoline,white,115000,None reported,39000
Lexus,RX 450h Base,2012,3.5,V6,automatic,Hybrid,black,239000,None reported,7000
Other,limited_model,2014,3.0,,automatic,Gasoline,black,62194,None reported,32998
Jeep,Wrangler Sahara,2020,3.6,,automatic,Gasoline,black,22138,None reported,38598
Porsche,718 Boxster S,2017,2.5,4Cyl,automatic,Gasoline,blue,48900,None reported,62500
Audi,R8 5.2,2014,5.2,V10,automatic,Gasoline,white,21800,None reported,117000
Other,MKZ Base,2016,3.7,V6,6-speed auto,Gasoline,silver,68200,Damage reported,16750
Chevrolet,limited_model,2001,4.3,V6,automatic,Gasoline,red,139000,None reported,7000
Mercedes-Benz,G-Class G 550 4MATIC,2021,4.0,V8,automatic,Gasoline,black,76100,None reported,130000
Lexus,RX 350 RX 350 F SPORT Handling,2022,3.5,,automatic,Gasoline,black,14330,None reported,54998
BMW,750 i xDrive,2019,4.4,V8,8-speed auto,Gasoline,blue,41906,Damage reported,45999
Chevrolet,Camaro 2SS,2016,6.2,V8,8-speed auto,Gasoline,black,164000,None reported,21500
Ford,Fusion Hybrid SE,2013,2.0,4Cyl,automatic,Hybrid,blue,161933,None reported,7945
Hyundai,limited_model,2022,2.5,4Cyl,automatic,Gasoline,grey,22829,None reported,34580
Lexus,RX 350 F Sport,2023,2.4,4Cyl,8-speed auto,Gasoline,white,5483,None reported,59950
Land Rover,Range Rover Evoque S,2020,2.0,4Cyl,9-speed auto,Gasoline,grey,46891,Damage reported,31000
Chevrolet,Suburban LT,2019,5.3,V8,automatic,Gasoline,blue,72000,Damage reported,39000
Porsche,718 Spyder Base,2020,4.0,H6,6-speed manual,Gasoline,white,3400,None reported,129900
Chevrolet,Camaro 1LT,2021,3.6,V6,10-speed auto,Gasoline,white,18000,Damage reported,30000
Jeep,limited_model,2021,3.6,,automatic,Gasoline,blue,30630,None reported,39998
Toyota,limited_model,2007,4.0,V6,automatic,Gasoline,silver,24985,,33580
GMC,limited_model,2023,6.2,V8,10-speed auto,Gasoline,white,9978,None reported,93999
Ford,limited_model,2018,5.2,V8,6-speed manual,Gasoline,blue,18500,Damage reported,77999
Cadillac,Escalade Premium Luxury Platinum,2021,6.2,V8,10-speed auto,Gasoline,N/A,72843,None reported,79990
Other,limited_model,2017,3.6,V6,8-speed auto,Gasoline,black,67500,None reported,20000
Tesla,Model X Long Range Plus,2020,0.0,,automatic,,black,43534,None reported,65990
Mercedes-Benz,E-Class E 300 4MATIC,2017,2.0,4Cyl,9-speed auto,Gasoline,grey,36900,None reported,28500
Chevrolet,Tahoe LT,2017,5.3,,automatic,E85 Flex Fuel,silver,61720,Damage reported,39998
Kia,Telluride EX,2022,3.8,V6,8-speed auto,Gasoline,white,35938,None reported,43329
Toyota,limited_model,2023,3.4,V6,automatic,Hybrid,black,10748,None reported,63100
Audi,limited_model,2023,4.0,V8,automatic,Gasoline,black,4457,None reported,107900
Nissan,Armada Platinum,2018,5.6,,automatic,Gasoline,white,108206,Damage reported,26498
Land Rover,Discovery HSE,2020,3.0,,automatic,Diesel,blue,32705,None reported,46598
Kia,Telluride S,2020,3.8,V6,8-speed auto,Gasoline,red,74026,None reported,32913
Lexus,limited_model,2020,3.5,V6,6-speed auto,Gasoline,white,24651,None reported,45950
BMW,X6 xDrive40i,2022,3.0,I6,automatic,Hybrid,grey,13000,None reported,69000
Land Rover,Range Rover P400 SE SWB,2023,3.0,I6,automatic,Hybrid,grey,11700,None reported,133500
Chevrolet,limited_model,2015,6.6,V8,6-speed auto,Diesel,black,77500,None reported,54000
Other,limited_model,2007,4.2,V8,automatic,Gasoline,black,82000,Damage reported,7999
Dodge,limited_model,2017,8.4,V10,6-speed manual,Gasoline,black,1389,None reported,489995
Ford,Expedition Limited,2021,3.5,V6,10-speed auto,Gasoline,N/A,29830,None reported,55329
Mazda,limited_model,2016,,,automatic,Gasoline,white,83100,None reported,17800
Kia,Optima LX,2019,2.4,4Cyl,automatic,Gasoline,white,62660,None reported,16500
Land Rover,Range Rover Sport SVR,2018,5.0,V8,automatic,Gasoline,silver,56006,None reported,59000
Lexus,limited_model,2021,3.5,,automatic,Hybrid,N/A,31365,None reported,52998
Other,Town Car Base,2004,4.6,V8,automatic,Gasoline,black,27600,None reported,14900
Honda,limited_model,2012,2.4,4Cyl,6-speed manual,Gasoline,white,47245,None reported,19600
Lexus,RX 450h Base,2017,3.5,V6,automatic,Hybrid,white,73948,None reported,31990
RAM,1500 Classic Warlock,2019,3.6,V6,8-speed auto,E85 Flex Fuel,black,36757,None reported,31953
Tesla,Model Y Long Range,2023,0.0,,automatic,,white,4786,None reported,48000
Audi,limited_model,2023,2.5,5Cyl,automatic,Gasoline,grey,1900,None reported,78900
Hyundai,limited_model,2014,3.8,V6,6-speed manual,Gasoline,black,52060,Damage reported,15000
Porsche,limited_model,2008,3.4,H6,6-speed manual,Gasoline,silver,58000,None reported,41500
Ford,F-250 XLT,2010,6.4,V8,6-speed manual,Diesel,N/A,52246,None reported,26095
Kia,limited_model,2016,2.0,4Cyl,6-speed auto,Gasoline,white,64290,None reported,16999
Nissan,370Z Touring,2009,3.7,V6,6-speed manual,Gasoline,silver,37500,None reported,21500
Other,G70 2.0T,2023,2.0,4Cyl,8-speed auto,Gasoline,white,2121,None reported,40750
Land Rover,Range Rover Sport Supercharged,2013,5.0,V8,automatic,Gasoline,white,57000,None reported,26000
Mercedes-Benz,S-Class S 560 4MATIC,2020,4.0,V8,automatic,Gasoline,white,22000,None reported,69500
Ford,Bronco Wildtrak Advanced,2023,2.7,V6,automatic,Gasoline,black,2000,None reported,66500
RAM,1500 SLT,2018,3.6,V6,8-speed auto,E85 Flex Fuel,black,61802,None reported,32000
Dodge,Challenger R/T,2010,,,automatic,Gasoline,black,73000,None reported,17500
Chevrolet,limited_model,2013,,,automatic,Gasoline,grey,110000,None reported,7500
Jeep,Grand Cherokee Laredo,2013,3.6,V6,6-speed auto,E85 Flex Fuel,black,106700,None reported,13500
Audi,RS 5 4.2,2013,4.2,V8,7-speed auto,Gasoline,white,75965,Damage reported,35999
Jeep,limited_model,2022,3.6,V6,automatic,Gasoline,silver,31804,Damage reported,48995
Mazda,MX-5 Miata Base,1992,,,6-speed manual,Gasoline,red,125800,None reported,11500
Other,Crossfire Limited,2005,3.2,V6,automatic,Gasoline,grey,116320,Damage reported,6000
Audi,limited_model,2011,4.2,V8,6-speed manual,Gasoline,black,156875,Damage reported,9900
Tesla,Model X Base,2023,0.0,,automatic,,blue,197,None reported,85000
Cadillac,limited_model,2020,2.0,4Cyl,8-speed auto,Gasoline,blue,35200,None reported,28500
Other,Ghibli S Q4,2014,3.0,V6,automatic,Gasoline,black,76000,None reported,19000
Other,limited_model,2019,2.0,4Cyl,automatic,Gasoline,white,29000,None reported,34500
BMW,750 i xDrive,2019,4.4,V8,automatic,Gasoline,grey,33499,Damage reported,44495
Acura,TLX V6 Advance,2019,3.5,V6,9-speed auto,Gasoline,white,25779,Damage reported,30999
GMC,Terrain SLT-1,2015,2.4,4Cyl,6-speed auto,Gasoline,grey,76296,Damage reported,9500
BMW,i3 Base w/Range Extender,2014,0.65,,automatic,,black,29553,None reported,12800
Nissan,Versa 1.8 S,2011,1.8,4Cyl,automatic,Gasoline,blue,109902,None reported,4500
Mercedes-Benz,C-Class C 300 4MATIC,2019,2.0,4Cyl,9-speed auto,Gasoline,white,23083,None reported,33500
Toyota,limited_model,2003,1.8,4Cyl,6-speed manual,Gasoline,black,143600,None reported,4199
RAM,1500 Limited,2021,5.7,V8,8-speed auto,Gasoline,black,22000,None reported,54800
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,3.0,I6,9-speed auto,Hybrid,silver,13000,None reported,81500
Audi,A5 2.0T Premium,2018,2.0,4Cyl,automatic,Gasoline,white,53000,Damage reported,28000
Other,Navigator Reserve,2019,3.5,V6,10-speed auto,Gasoline,N/A,44741,None reported,52999
Audi,limited_model,2008,3.2,V6,automatic,Gasoline,blue,202000,Damage reported,5700
Chevrolet,limited_model,2006,6.0,V8,automatic,Gasoline,black,215000,Damage reported,6995
Mercedes-Benz,S-Class S 560,2019,4.0,,automatic,Gasoline,white,77138,None reported,49998
Other,XC90 T6 Momentum,2018,2.0,4Cyl,8-speed auto,Gasoline,white,90641,None reported,25999
Toyota,limited_model,2011,2.5,4Cyl,automatic,Gasoline,grey,177702,Damage reported,7700
Mercedes-Benz,Metris Base,2018,2.0,4Cyl,7-speed auto,Gasoline,black,58350,None reported,29497
Chevrolet,Camaro 2LT,2010,3.6,V6,6-speed auto,Gasoline,black,86170,Damage reported,17000
Mazda,MX-5 Miata Grand Touring,2012,2.0,4Cyl,6-speed manual,Gasoline,blue,36568,Damage reported,20199
Ford,Escape SE,2015,1.6,4Cyl,6-speed auto,Gasoline,white,54357,None reported,16250
Mercedes-Benz,S-Class S 63 AMG,2015,5.5,,automatic,Gasoline,black,20394,Damage reported,59598
Kia,limited_model,2023,1.6,4Cyl,automatic,Hybrid,white,7578,None reported,31113
Porsche,Boxster Base,2010,2.9,H6,6-speed manual,Gasoline,grey,64800,Damage reported,20900
Toyota,4Runner Trail,2016,4.0,V6,automatic,Gasoline,grey,117780,None reported,27750
Hyundai,Kona EV SEL,2019,0.0,,automatic,,black,33100,None reported,18200
Land Rover,Range Rover Evoque SE,2016,2.0,4Cyl,9-speed auto,Gasoline,black,86202,None reported,18750
Ford,E350 Super Duty XLT,2012,5.4,V8,automatic,E85 Flex Fuel,white,163000,None reported,19550
Mercedes-Benz,SL-Class SL500 Roadster,2004,5.0,V8,7-speed auto,Gasoline,black,35400,None reported,24900
Jeep,limited_model,2018,2.4,4Cyl,9-speed auto,Gasoline,grey,31000,None reported,22000
Mercedes-Benz,S-Class S 560 4MATIC,2018,4.0,,automatic,Gasoline,blue,103069,None reported,40998
Mercedes-Benz,G-Class G 550 4MATIC,2021,4.0,V8,automatic,Gasoline,white,22480,None reported,135800
Tesla,limited_model,2016,0.0,,automatic,,silver,91000,None reported,39500
Lexus,IS-F Base,2010,5.0,V8,8-speed auto,Gasoline,blue,41500,Damage reported,44800
BMW,335 i,2010,3.0,I6,6-speed auto,Gasoline,black,91545,None reported,13000
Audi,RS 7 4.0T,2022,4.0,V8,8-speed auto,Hybrid,blue,4100,None reported,162500
Other,limited_model,2006,4.6,V8,automatic,Gasoline,N/A,110000,None reported,5000
Other,limited_model,2016,2.7,V6,automatic,Gasoline,black,88000,None reported,18500
Nissan,Armada Platinum,2018,5.6,V8,automatic,Gasoline,blue,42833,None reported,37000
Porsche,911 Carrera,2020,3.0,,automatic,Gasoline,blue,23278,None reported,114998
Mercedes-Benz,limited_model,1993,,,automatic,Gasoline,white,106983,None reported,15300
BMW,435 Gran Coupe i,2015,3.0,I6,8-speed auto,Gasoline,blue,60100,None reported,24995
Jeep,Wagoneer Series III,2022,5.7,V8,8-speed auto,Gasoline,red,17381,None reported,69685
Cadillac,ATS 2.5L,2013,2.5,4Cyl,automatic,Gasoline,black,63172,Damage reported,12995
Ford,Transit Connect XLT,2010,2.0,4Cyl,automatic,Gasoline,white,72000,Damage reported,10900
Kia,EV6 GT-Line,2022,0.0,,automatic,,red,4820,None reported,47500
Audi,S5 3.0T Premium Plus,2014,3.0,V6,6-speed manual,Gasoline,silver,67900,,25990
Toyota,Tundra SR,2018,5.7,V8,automatic,Gasoline,black,51000,None reported,38000
Jeep,limited_model,2013,3.6,V6,automatic,Gasoline,N/A,54500,None reported,35000
Other,Quattroporte Base,2006,4.2,V8,automatic,Gasoline,grey,61840,None reported,16500
Mercedes-Benz,limited_model,2006,5.0,V8,7-speed auto,Gasoline,blue,28950,,16750
GMC,limited_model,2002,6.6,V8,automatic,Diesel,black,300000,Damage reported,5000
Nissan,limited_model,2011,4.0,V6,automatic,Gasoline,grey,103400,Damage reported,17000
BMW,M5 Base,2023,4.4,V8,8-speed auto,Gasoline,white,816,None reported,109900
Porsche,911 R,2016,4.0,H6,6-speed manual,Gasoline,white,719,None reported,489000
Land Rover,Defender X-Dynamic SE,2023,3.0,,automatic,Hybrid,white,3678,None reported,81998
Ford,F-150 XL,2016,5.0,V8,6-speed auto,E85 Flex Fuel,white,107000,Damage reported,22000
BMW,M8 Competition,2022,4.4,,automatic,Gasoline,N/A,5018,None reported,114998
Porsche,911 Carrera S,2010,3.8,H6,6-speed manual,Gasoline,black,13850,None reported,71400
Other,XC70 3.2,2008,3.2,I6,6-speed auto,Gasoline,white,46700,,11400
Other,300 Touring,2021,3.6,,automatic,Gasoline,silver,21478,None reported,27798
Honda,limited_model,2020,1.5,4Cyl,automatic,Hybrid,white,64200,Damage reported,20499
Porsche,Cayman S,2006,3.4,H6,automatic,Gasoline,black,31075,None reported,36250
Tesla,Model Y Performance,2022,0.0,,automatic,,white,25250,None reported,47800
BMW,limited_model,2020,4.4,V8,8-speed auto,Gasoline,N/A,35400,None reported,71950
Audi,limited_model,2004,4.2,V8,6-speed manual,Gasoline,silver,74030,None reported,16000
Ford,F-250 Platinum,2021,6.7,V8,automatic,Diesel,blue,48549,None reported,69998
Kia,Seltos S,2023,2.0,4Cyl,automatic,Gasoline,white,5182,None reported,32500
RAM,ProMaster 2500 High Roof,2019,3.6,V6,automatic,Gasoline,white,31681,Damage reported,33500
BMW,limited_model,2020,6.6,,automatic,Gasoline,white,23430,None reported,80998
Mercedes-Benz,E-Class E 400,2015,3.0,V6,automatic,Gasoline,white,30300,Damage reported,29000
Cadillac,XTS Luxury,2016,3.6,V6,automatic,Gasoline,blue,112000,Damage reported,14599
INFINITI,Q50 Premium,2014,3.7,V6,7-speed auto,Gasoline,black,127356,Damage reported,19990
Volkswagen,limited_model,2017,3.6,V6,8-speed auto,Gasoline,red,50600,Damage reported,28890
Chevrolet,Suburban 1500 LTZ,2011,5.3,V8,6-speed auto,E85 Flex Fuel,black,194000,None reported,9950
Toyota,Tundra SR5,2021,5.7,V8,6-speed auto,Gasoline,N/A,33455,None reported,44750
BMW,X1 sDrive28i,2022,2.0,4Cyl,8-speed auto,Gasoline,grey,43000,None reported,35750
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,4.7,V8,7-speed auto,Gasoline,black,46102,None reported,35300
Cadillac,XTS Luxury,2019,3.6,V6,6-speed auto,Gasoline,black,59000,None reported,21000
Other,limited_model,2004,4.2,V8,6-speed auto,Gasoline,black,134000,Damage reported,9500
Chevrolet,Camaro ZL1,2020,6.2,V8,automatic,Gasoline,black,3715,None reported,150000
Mercedes-Benz,Sprinter 2500,2012,3.0,V6,automatic,Diesel,white,100245,Damage reported,24000
Mercedes-Benz,C-Class C 300 4MATIC,2022,2.0,4Cyl,9-speed auto,Gasoline,silver,8583,None reported,42999
Dodge,limited_model,2003,4.7,V8,automatic,Gasoline,red,141800,Damage reported,5700
Audi,A5 2.0T Premium Plus,2012,2.0,4Cyl,8-speed auto,Gasoline,white,77000,None reported,13800
Audi,A5 2.0T Premium,2018,2.0,4Cyl,automatic,Gasoline,N/A,67035,Damage reported,31500
Audi,limited_model,2012,3.0,V6,7-speed auto,Gasoline,white,61450,None reported,19500
Porsche,Panamera GTS,2015,4.8,V8,automatic,Gasoline,black,39500,None reported,52590
Mercedes-Benz,AMG GT C,2020,4.0,V8,automatic,Gasoline,black,6600,None reported,128900
Chevrolet,Camaro 2SS,2023,6.2,V8,6-speed manual,Gasoline,red,2300,None reported,51500
Audi,Q7 Premium Plus,2023,3.0,,automatic,Hybrid,black,10601,None reported,61998
Other,limited_model,2018,4.7,V8,automatic,Gasoline,red,18000,None reported,67000
GMC,Sierra 2500 AT4,2022,6.6,V8,automatic,Gasoline,red,31681,Damage reported,67963
Cadillac,limited_model,2020,3.6,V6,9-speed auto,Gasoline,red,24114,Damage reported,49427
Jeep,Grand Cherokee L Laredo,2022,3.6,V6,automatic,Gasoline,white,22109,,43389
Chevrolet,Avalanche 1500 LT,2012,5.3,V8,automatic,E85 Flex Fuel,black,148000,None reported,18000
BMW,M5 Base,2018,4.4,V8,automatic,Gasoline,white,41000,None reported,60200
Nissan,limited_model,2009,5.6,V8,automatic,E85 Flex Fuel,N/A,127600,None reported,19500
Dodge,limited_model,2005,8.3,V10,automatic,Gasoline,red,138450,Damage reported,19000
GMC,Sierra 1500 SLT,2013,5.3,V8,automatic,E85 Flex Fuel,white,230000,None reported,15500
Lexus,RX 350 F Sport,2017,3.5,V6,automatic,Gasoline,black,53649,None reported,33000
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,4.6,V8,7-speed auto,Gasoline,black,174000,Damage reported,11999
INFINITI,QX80 Luxe,2022,5.6,V8,automatic,Gasoline,black,49860,Damage reported,47645
Mercedes-Benz,AMG C 63 S,2021,4.0,V8,9-speed auto,Gasoline,blue,13650,None reported,75000
BMW,528 i xDrive,2016,2.0,4Cyl,automatic,Gasoline,N/A,134000,Damage reported,13500
Porsche,911 Carrera,2014,3.4,H6,automatic,Gasoline,N/A,78000,None reported,68000
Porsche,Boxster S,2005,3.2,H6,automatic,Gasoline,blue,65750,None reported,21750
BMW,X6 M Base,2021,4.4,V8,8-speed auto,Gasoline,black,18000,None reported,94000
Ford,Mustang Premium,2007,4.0,V6,automatic,Gasoline,white,121630,None reported,9450
Other,R1S Launch Edition,2023,0.0,,automatic,,silver,4500,None reported,89999
Other,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,2.0,4Cyl,8-speed auto,Hybrid,black,9408,None reported,61999
BMW,528 i xDrive,2016,2.0,4Cyl,automatic,Gasoline,white,120000,None reported,16000
Cadillac,Escalade ESV Platinum,2016,6.2,V8,8-speed auto,Gasoline,white,168600,None reported,29500
Chevrolet,Corvette Base,2004,5.7,V8,6-speed manual,Gasoline,grey,43705,None reported,25900
Audi,A5 2.0T Premium,2013,2.0,4Cyl,automatic,Gasoline,blue,111000,None reported,11500
Audi,limited_model,2012,2.0,4Cyl,automatic,Gasoline,silver,64549,None reported,17000
Other,limited_model,2007,3.8,V6,automatic,Gasoline,red,53000,None reported,6500
Chevrolet,Camaro 2SS,2017,6.2,V8,8-speed auto,Gasoline,white,13465,None reported,44900
Tesla,Model Y Long Range,2023,0.0,,automatic,,white,5844,None reported,52000
BMW,M3 Base,2015,3.0,I6,6-speed manual,Gasoline,grey,74000,None reported,40000
